Problem,Solution,Answer
55에 어떤 수를 더하여 7로 나눈 뒤 40을 더하여 5를 곱한 수가 555입니다. 어떤 수를 구하시오.,555 5 [OP_DIV] 40 [OP_SUB] 7 [OP_MUL] 55 [OP_SUB],442
58 에 어떤 수를 더하고 48 을 빼야 할 것을 58 에서 어떤 수를 빼었더니 27 이 되었습니다. 바르게 계산하면 얼마입니까?,58 27 [OP_SUB] 58 [OP_ADD] 48 [OP_SUB],41
66 에서 어떤 수를 빼고 21 을 더해야 할 것을 66 에 어떤 수를 더했더니 93 이 되었습니다. 바르게 계산하면 얼마입니까?,66 93 66 [OP_SUB] [OP_SUB] 21 [OP_ADD],60
713에서 어떤 수를 빼야 할 것을 잘못하여 더했더니 928이 되었습니다. 바르게 계산하면 얼마인지 구해 보시오.,713 928 713 [OP_SUB] [OP_SUB],498
8050 에 어떤 수를 곱하였더니 80.5 가 되었습니다. 어떤 수는 얼마입니까?,80.5 8050 [OP_DIV],0.01
82.04를 어떤 수로 나누었더니 몫이 28로 나누어 떨어졌습니다. 어떤 수는 얼마입니까?,82.04 28 [OP_DIV],2.93
90.1 을 어떤 수로 나누었더니 5.3 이 되었습니다. 어떤 수는 얼마인지 구하시오.,90.1 5.3 [OP_DIV],17
90을 어떤 수로 나누었을 때 나누어떨어지게 하는 수는 모두 몇 개일까요?,90 [OP_LIST_GET_DIVISOR] [OP_LIST_LEN],12
954에 어떤 수를 더해야 할 것을 잘못하여 뺐더니 468이 되었습니다. 바르게 계산하면 얼마인지 구해 보시오.,954 468 [OP_SUB] 954 [OP_ADD],1440
샛별이네 학교 학생들이 서로 한 번씩 씨름 경기를 하려고 합니다. 씨름 경기를 모두 91번 했다면 경기에 참여한 학생은 모두 몇 명입니까?,91 2 [OP_MUL] 1/2 [OP_POW] 1 [OP_CEIL],14
"세 수 (가), (나), (다)가 있다. (가)를 (나)로 나누면 몫이 1.2로 나누어떨어지고, (나)를 (다)로 나누면 몫이 5/6로 나누어떨어진다. (가)를 (다)로 나누면 그 몫은 얼마인가?",1.2 5/6 [OP_MUL],1
어떤 나눗셈식의 몫을 잘못하여 소수점을 기준으로 수를 왼쪽으로 한 자리씩 이동하여 나타내었더니 바르게 계산한 몫과의 차가 37.35 가 되었습니다. 바르게 계산한 몫을 구해 보시오,37.35 9 [OP_DIV],4.15
어떤 소수를 12 로 나누어야 할 것을 잘못하여 곱했더니 84.6 이 되었습니다. 어떤 소수를 구하시오.,84.6 12 [OP_DIV],7.05
어떤 소수를 8 로 나누어야 할 것을 잘못하여 8 을 곱했더니 69.76 가 되었습니다. 바르게 계산한 값을 구해 보시오,69.76 8 [OP_DIV] 8 [OP_DIV],1.09
"어떤 수는 35보다 크고, 70보다 작습니다. 어떤 수를 6으로 나누면, 나머지가 3입니다. 어떤 수를 8로 나누면, 나머지가 1입니다. 어떤 수를 구하시오.",35 70 1 [OP_SUB] 1 [OP_LIST_ARANGE] 6 3 [OP_LIST_DIVIDE_AND_REMAIN] 8 1 [OP_LIST_DIVIDE_AND_REMAIN] 1 [OP_LIST_GET],57
어떤 수는 40을 8로 나눈 몫과 34을 12로 나눈 몫을 더한 값의 2배인 수입니다. 어떤 수를 구하세요.,40 8 [OP_FDIV] 34 12 [OP_FDIV] [OP_ADD] 2 [OP_MUL],14
어떤 수는 50보다 크고 70보다 작습니다. 또한 이 수는 5로 나누었을 때 나머지가 3이고 7로 나누었을 때 나머지가 2입니다. 이 수는 무엇입니까?,50 70 1 [OP_SUB] 1 [OP_LIST_ARANGE] 5 3 [OP_LIST_DIVIDE_AND_REMAIN] 7 2 [OP_LIST_DIVIDE_AND_REMAIN] 1 [OP_LIST_GET],58
"어떤 수로 49를 나누면 나머지가 4이고, 66을 나누면 나머지가 6입니다. 이때 어떤 수는 어느 것입니까?",49 4 [OP_SUB] 66 6 [OP_SUB] [OP_GCD],15
"어떤 수로 69를 나누면 나머지가 5이고, 86을 나누면 나머지가 6입니다. 어떤 수가 될 수 있는 수 중에서 가장 큰 수는 얼마인지 풀이 과정을 쓰고 답을 구하세요",69 5 [OP_SUB] 86 6 [OP_SUB] [OP_GCD],16
어떤 수를 0.06으로 나누었더니 426이 되었습니다. 어떤 수를 구하시오.,426 0.06 [OP_MUL],25.56
어떤 수를 0.55로 나누어야 할 것을 잘못하여 곱하였더니 4.235가 되었습니다. 바르게 계산했을 때의 몫은 얼마입니까?,4.235 0.55 [OP_DIV] 0.55 [OP_DIV],14
어떤 수를 1.33으로 나누었더니 48이 되었습니다. 어떤 수는 얼마인지 쓰시오.,48 1.33 [OP_MUL],63.84
어떤 수를 1/100배 해야 할 것을 잘못하여 10배 하였더니 2804가 되었습니다. 바르게 계산하면 얼마입니까?,2804 10 [OP_DIV] 1/100 [OP_MUL],2.804
어떤 수를 12로 나누어야 할 것을 잘못하여 21로 나누었더니 4로 나누어떨어졌습니다. 바르게 계산했을 때의 몫을 구하시오.,4 21 [OP_MUL] 12 [OP_FDIV],7
"어떤 수를 18 로 나누어야 할 것을 잘못하여 1.8 로 나누었더니 몫은 21 이고, 나머지는 0.2 가 되었습니다. 바르게 계산했을 때의 몫을 반올림하여 소수 둘째 자리 까지 구하시오.",21 1.8 [OP_MUL] 0.2 [OP_ADD] 18 [OP_DIV] 2 [OP_ROUND],2.11
어떤 수를 2.4 로 나누어야 할 것을 잘못하여 곱하였더니 288 이 되었습니다. 바르게 계산하면 얼마입니까?,288 2.4 [OP_DIV] 2.4 [OP_DIV],50
어떤 수를 2.5 로 나눈 다음 2.49 를 더해야 할 것을 잘못하여 2.5 를 곱한 다음 2.49 를 뺐더니 22.01 이 되었습니다. 잘못 계산한 값과 바르게 계산한 값의 합을 구하시오.,22.01 22.01 2.49 [OP_ADD] 2.5 [OP_DIV] 2.5 [OP_DIV] 2.49 [OP_ADD] [OP_ADD],28.42
어떤 수를 20으로 나누면 몫은 15이고 나머지는 6입니다. 어떤 수는 얼마일까요?,15 20 [OP_MUL] 6 [OP_ADD],306
어떤 수를 24로 나누었더니 몫이 19로 나누어 떨어졌습니다. 어떤 수는 얼마일까요?,19 24 [OP_MUL],456
어떤 수를 2배 한 것에 3을 빼면 7이다. 어떤 수를 구하시오,7 3 [OP_ADD] 2 [OP_DIV],5
어떤 수를 3 으로 나눈 다음 12 를 더해야 할 것을 잘못하여 3 을 곱한 다음 12 를 뺐더니 60 이 되었습니다. 바르게 계산하면 얼마입니까?,60 12 [OP_ADD] 3 [OP_DIV] 3 [OP_DIV] 12 [OP_ADD],20
어떤 수를 32로 나누어야 할 것을 잘못하여 23으로 나누었더니 몫이 3이고 나머지가 17이었습니다. 바르게 계산했을 때의 몫과 나머지의 합을 구해 보시오.,3 23 [OP_MUL] 17 [OP_ADD] 32 [OP_FDIV] 3 23 [OP_MUL] 17 [OP_ADD] 32 [OP_MOD] [OP_ADD],24
어떤 수를 37로 나누면 몫은 23이고 나머지는 16입니다. 어떤 수는 얼마일까요?,23 37 [OP_MUL] 16 [OP_ADD],867
어떤 수를 3으로 나누어야 할 것을 잘못하여 어떤 수에 3을 곱했더니 18이 되었습니다. 바르게 계산하면 얼마인지 구해보시오.,18 3 [OP_DIV] 3 [OP_DIV],2
"어떤 수를 4로 나누어야 할 것은 잘못하여 8로 나누었더니 몫이 6이고, 나머지가 4가 되었습니다. 바르게 계산한 답은 얼마가 되겠습니까?",6 8 [OP_MUL] 4 [OP_ADD] 4 [OP_DIV],13
어떤 수를 4로 나누어야 할 것을 잘못하여 2로 나누었더니 몫이 8이 되었습니다. 바르게 계산하면 얼마입니까?,8 2 [OP_MUL] 4 [OP_DIV],4
어떤 수를 4로 나누어야 할 것을 잘못하여 어떤 수에 4를 곱했더니 32가 되었습니다. 바르게 계산하면 얼마인지 구해 보시오.,32 4 [OP_DIV] 4 [OP_DIV],2
어떤 수를 4로 나누어야 할 것을 잘못하여 어떤 수에 4를 더했더니 40이 되었습니다. 바르게 계산하면 얼마인지 구해보시오.,40 4 [OP_SUB] 4 [OP_DIV],9
어떤 수를 4배 한 다음 25을 곱하였더니 812가 되었습니다. 어떤 수를 구하시오.,812 25 [OP_DIV] 4 [OP_DIV],8.12
어떤 수를 54로 나누어야 할 것을 잘못하여 45로 나누었더니 몫이 3이고 나머지가 33이었습니다. 바르게 계산했을 때의 몫과 나머지의 합을 구해 보시오.,3 45 [OP_MUL] 33 [OP_ADD] 54 [OP_FDIV] 3 45 [OP_MUL] 33 [OP_ADD] 54 [OP_MOD] [OP_ADD],9
어떤 수를 5로 나누어야 할 것을 잘못하여 어떤 수에서 5를 뺐더니 35가 되었습니다. 바르게 계산하면 얼마인지 구해보시오.,35 5 [OP_ADD] 5 [OP_DIV],8
어떤 수를 5로 나누었더니 몫이 248이고 나머지가 4가 되었습니다. 어떤 수를 9로 나누면 몫과 나머지의 합은 얼마입니까?,248 5 [OP_MUL] 4 [OP_ADD] 9 [OP_FDIV] 248 5 [OP_MUL] 4 [OP_ADD] 9 [OP_MOD] [OP_ADD],140
어떤 수를 7로 나누었더니 몫이 12이고 나머지가 5였습니다. 이 수를 8로 나누었을 때 나머지는 얼마입니까?,12 7 [OP_MUL] 5 [OP_ADD] 8 [OP_MOD],1
어떤 수를 7로 나누었더니 몫이 12이고 나머지가 5였습니다. 이 수를 8로 나누었을 때 몫은 얼마입니까?,12 7 [OP_MUL] 5 [OP_ADD] 8 [OP_FDIV],11
어떤 수를 7을 곱했더니 50.68이 되었습니다. 어떤 수를 구하시오.,50.68 7 [OP_DIV],7.24
어떤 수를 8로 나누어야 할 것을 잘못하여 7로 나누었더니 몫이 18이고 나머지가 6이었습니다. 바르게 계산한 몫과 나머지의 합은 얼마입니까?,18 7 [OP_MUL] 6 [OP_ADD] 8 [OP_FDIV] 18 7 [OP_MUL] 6 [OP_ADD] 8 [OP_MOD] [OP_ADD],20
어떤 수를 8로 나눈 몫이 0.65입니다. 어떤 수를 5로 나눈 몫은 얼마인지 구해보세요.,0.65 8 [OP_MUL] 5 [OP_FDIV],1
어떤 수에 1.36 을 곱해야 하는데 잘못하여 나누었더니 몫이 0.5 가 되었습니다. 바르게 계산하면 얼마입니까?,0.5 1.36 [OP_MUL] 1.36 [OP_MUL],0.9248
어떤 수에 11을 곱했더니 103.95가 되었습니다. 어떤 수는 얼마입니까?,103.95 11 [OP_DIV],9.45
어떤 수에 13/5을 더해야 할 것을 잘못하여 빼었더니 9/7가 되었습니다. 바르게 계산하면 얼마입니까?,9/7 13/5 [OP_ADD] 13/5 [OP_ADD],6.49
어떤 수에 14를 곱하였더니 458.64가 되었습니다. 어떤 수를 17로 나누었을 때의 값을 반올림하여 소수 둘째 자리까지 나타내시오.,458.64 14 [OP_DIV] 17 [OP_DIV] 2 [OP_ROUND],1.93
어떤 수에 15 를 곱해야 할 것을 잘못하여 51 을 곱하였더니 244.8 이 되었습니다. 바르게 계산한 값을 구하시오.,244.8 51 [OP_DIV] 15 [OP_MUL],72
어떤 수에 152를 더해야 할 것을 잘못하여 뺐더니 346이 되었습니다. 바르게 계산하면 얼마인지 구해 보시오.,346 152 [OP_ADD] 152 [OP_ADD],650
어떤 수에 16을 곱해야 할 것을 잘못하여 16으로 나누었더니 몫이 8로 나누어떨어졌습니다. 바르게 계산한 값을 구하세요.,8 16 [OP_MUL] 16 [OP_MUL],2048
어떤 수에 24를 곱해야 할 것을 잘못하여 뺐더니 37이 되었습니다. 바르게 계산하면 얼마인지 구해 보시오.,37 24 [OP_ADD] 24 [OP_MUL],1464
어떤 수에 3.1을 곱해야 할 것을 잘못하여 3.1을 더했더니 8.9가 되었습니다. 바르게 계산한 값에 2.5를 곱하면 얼마입니까?,8.9 3.1 [OP_SUB] 3.1 [OP_MUL] 2.5 [OP_MUL],44.95
어떤 수에 30을 곱해야 할 것을 잘못하여 더했더니 86이 되었습니다. 바르게 계산하면 얼마인지 구해 보시오.,86 30 [OP_SUB] 30 [OP_MUL],1680
어떤 수에 3을 곱해야 할 것을 잘못하여 더했더니 226이 되었습니다. 바르게 계산하면 얼마인지 구해 보시오.,226 3 [OP_SUB] 3 [OP_MUL],669
어떤 수에 4.3을 더해야 할 것을 잘못하여 뺐더니 8.8이 되었습니다. 바르게 계산한 값을 구해 보시오.,8.8 4.3 [OP_ADD] 4.3 [OP_ADD],17.4
어떤 수에 46을 곱해야 할 것을 잘못하여 뺐더니 27이 되었습니다. 바르게 계산하면 얼마입니까?,27 46 [OP_ADD] 46 [OP_MUL],3358
어떤 수에 4배 한 다음 25을 곱하였더니 812가 되었습니다. 어떤 수를 구하시오.,812 25 [OP_DIV] 4 [OP_DIV],8.12
어떤 수에 6을 곱해야 할 것을 잘못하여 어떤 수를 6으로 나누었더니 몫이 9가 되었습니다. 바르게 계산하면 얼마입니까?,9 6 [OP_MUL] 6 [OP_MUL],324
어떤 수에 7 을 곱할 것을 잘못하여 뺐더니 0.45 가 되었습니다. 바르게 계산하면 얼마인지 구하시오.,0.45 7 [OP_ADD] 7 [OP_MUL],52.15
어떤 수에 7을 곱하였더니 98이 되었습니다. 어떤 수는 얼마입니까?,98 7 [OP_DIV],14
어떤 수에 9/4를 나누어야 하는데 잘못하여 곱했더니 18/5가 되었습니다. 바르게 계산하면 얼마가 됩니까?,18/5 9/4 [OP_DIV] 9/4 [OP_DIV],32/45
어떤 수에 9를 곱해야 할 것을 나누었더니 몫이 25이고 나머지가 7이었습니다. 바르게 계산하면 얼마가 됩니까?,25 9 [OP_MUL] 7 [OP_ADD] 9 [OP_MUL],2088
어떤 수에서 0.42 를 빼야 할 것을 잘못하여 더했더니 0.9 이 되었습니다. 바르게 계산하면 얼마가 되겠습니까?,0.9 0.42 [OP_SUB] 0.42 [OP_SUB],0.06
어떤 수에서 1264를 빼어야 하는데 잘못하여 2152를 빼었습니다. 바르게 계산한 답과 잘못 계산한 답의 차는 얼마입니까?,2152 1264 [OP_SUB],888
어떤 수에서 16을 빼야 하는데 잘못하여 더했더니 64가 되었습니다. 바르게 계산한 값은 얼마입니까?,64 16 [OP_SUB] 16 [OP_SUB],32
어떤 수에서 2.95를 빼야 할 것을 잘못하여 더했더니 9.28이 되었습니다. 바르게 계산한 값을 구해 보시오.,9.28 2.95 [OP_SUB] 2.95 [OP_SUB],3.38
어떤 수에서 267을 빼야 할 것을 잘못하여 더했더니 821이 되었습니다. 바르게 계산하면 얼마인지 구해 보시오.,821 267 [OP_SUB] 267 [OP_SUB],287
어떤 수에서 2를 빼면 5가 됩니다. 어떤 수에 2를 더한 수는 얼마입니까?,5 2 [OP_ADD] 2 [OP_ADD],9
어떤 수에서 2를 빼야 할 것을 잘못하여 더했더니 6이 되었습니다. 바르게 계산하면 얼마입니까?,6 2 [OP_SUB] 2 [OP_SUB],2
어떤 수에서 4.372를 빼야 할 것을 잘못하여 43.72를 빼었더니 16.398이 되었습니다. 바르게 계산하면 얼마가 되겠습니까?,16.398 43.72 [OP_ADD] 4.372 [OP_SUB],55.746
어떤 수에서 5를 뺀 것의 4배는 어떤 수와 같다. 어떤 수를 구하시오.,5 4 [OP_MUL] 4 1 [OP_SUB] [OP_DIV],44640
어떤 수에서 8 을 뺀 값은 5 와 7 의 곱에 12 를 더한 값과 같습니다. 어떤 수는 얼마인지 구하시오.,5 7 [OP_MUL] 12 [OP_ADD] 8 [OP_ADD],55
어떤 수와 5와의 합에 7을 곱해야 하는 것을 잘못하여 어떤 수와 5의 곱에 7을 더하였더니 27이 되었습니다. 바르게 계산한 값을 구하시오.,27 7 [OP_SUB] 5 [OP_DIV] 5 [OP_ADD] 7 [OP_MUL],63
어떤 수와 6의 곱에 17을 더한 수를 5로 나누었더니 25가 되었습니다. 어떤 수를 구하세요.,25 5 [OP_MUL] 17 [OP_SUB] 6 [OP_DIV],18
"어떤 수의 10배는 17입니다, 어떤 수의 1/100배는 얼마입니까?",17 10 [OP_DIV] 1/100 [OP_MUL],0.017
어떤 수의 3/10은 12입니다. 어떤 수의 1/5은 얼마인지 구해 보시오.,12 3/10 [OP_DIV] 1/5 [OP_MUL],8
어떤 수의 6/11은 48입니다. 어떤 수의 1/8은 얼마인지 구해 보시오.,48 6/11 [OP_DIV] 1/8 [OP_MUL],11
"예은이네 반 전체 학생의 2/9는 혈액형이 A형이고, 예은이네 반 전체 학생의 2/5는 B형입니다. A형인 학생이 10명일 때 B형인 학생은 몇 명인지 구해 보시오.",10 2/9 [OP_DIV] 2/5 [OP_MUL],18
용희가 무게 1킬로그램(㎏) 750그램(g)인 가방을 들고 저울에 올라섰더니 저울의 눈금이 35킬로그램(㎏) 500그램(g)을 가리켰습니다. 용희가 27킬로그램(㎏) 200그램(g)인 동생을 업고 저울에 올라서면 저울의 눈금은 몇 킬로그램(㎏)을 나타내겠습니까?,35 500 1000 [OP_DIV] [OP_ADD] 1 750 1000 [OP_DIV] [OP_ADD] [OP_SUB] 27 200 1000 [OP_DIV] [OP_ADD] [OP_ADD],60.95
정국이는 3킬로미터(㎞) 7미터(m)를 걷고 나서 몇 미터(m)를 더 걸었습니다. 그리고 다시 840미터(m)를 걸어 전체 6킬로미터(㎞) 30미터(m)를 걸었습니다. 정국이가 중간에 걸은 거리는 몇 미터(m)입니까?,6 1000 [OP_MUL] 30 [OP_ADD] 840 [OP_SUB] 3 1000 [OP_MUL] 7 [OP_ADD] [OP_SUB],2183
"주머니 속에 구슬이 총 60개가 들어있습니다. 검은색 구슬이 32개, 빨간색 구슬이 10개, 초록색 구슬이 5개 있습니다. 주머니 속 구슬의 색깔이 검은색, 빨간색, 초록색, 흰색이 있을 경우 흰색 구슬은 몇 개가 있나요?",60 32 [OP_SUB] 10 [OP_SUB] 5 [OP_SUB],13
지영이네 반 학생 45명이 운동장에 줄을 섰습니다. 한 줄에 몇 명씩 섰더니 11줄이 되고 1명이 남았습니다. 한 줄에 몇 명씩 섰습니까?,45 1 [OP_SUB] 11 [OP_DIV],4
한 상자에 32개씩 3상자에 들어 있는 당근을 한 바구니에 4개씩 다시 담으려고 합니다. 당근을 담는 데 필요한 바구니는 모두 몇 개입니까?,32 3 [OP_MUL] 4 [OP_DIV],24
"형이 10살일 때 동생은 7살이고, 동생이 5살일 때 어머니는 32살입니다. 형이 12살일 때 동생과 어머니의 나이의 합을 구하시오.",12 7 10 [OP_SUB] [OP_ADD] 12 7 10 [OP_SUB] [OP_ADD] 32 5 [OP_SUB] [OP_ADD] [OP_ADD],45
어떤 수에서 0.38를 빼야 할 것을 잘못하여 더했더니 10이 되었습니다. 바르게 계산한 값은 얼마입니까?,10 0.38 [OP_SUB] 0.38 [OP_SUB],9.24
어떤 수에 2.345를 더해야 할 것을 잘못하여 빼었더니 1.234가 되었습니다. 바르게 계산하면 얼마입니까?,1.234 2.345 [OP_ADD] 2.345 [OP_ADD],5.92
"일곱 개의 수 1.7, 1/5, 1/5, 1, 3/5, 3/8, 1.4가 있습니다. 크기를 비교하여 가장 큰 수부터 차례로 쓸 때 네 번째에 놓이는 수는 무엇입니까?",[OP_LIST_SOL] 1.7 1/5 1/5 1 3/5 3/8 1.4 [OP_LIST_EOL] 4 [OP_LIST_MAX],0.6
"갑, 을 병 세사람의 평균 키는 143센티미터(㎝)이다. 갑의 키에 4.5센티미터(㎝)를 더하면 을과 병의 평균 키가 된다. 을이 병보다 3센티미터(㎝) 더 크면, 병의 키는 몇 센티미터(㎝)인가?",143 3 [OP_MUL] 3 2 [OP_DIV] 4.5 [OP_SUB] [OP_SUB] 3 [OP_SUB] 3 [OP_DIV],143
"구슬이 24개 있습니다. 이 중에서 빨간색 구슬은 전체의 1/4이고, 파란색 구슬은 빨간색 구슬보다 6개 더 많고, 나머지는 노란색 구슬입니다. 어떤 색의 구슬이 가장 많습니까?",[OP_LIST_SOL] 빨간색 파란색 노란색 [OP_LIST_EOL] [OP_LIST_SOL] 24 1/4 [OP_MUL] 24 1/4 [OP_MUL] 6 [OP_ADD] 24 24 1/4 [OP_MUL] 6 [OP_ADD] [OP_SUB] 24 1/4 [OP_MUL] [OP_SUB] [OP_LIST_EOL] 1 [OP_LIST_MAX] [OP_LIST_INDEX] [OP_LIST_POP] [OP_LIST_GET],파란색
"우유가 9/10리터(ℓ) 있습니다. 수연이가 전체의 1/3을 마셨고, 현우가 전체의 4/9를 마셨습니다. 수연이와 현우 중에서 누가 우유를 더 많이 마셨습니까?",[OP_LIST_SOL] 수연 현우 [OP_LIST_EOL] [OP_LIST_SOL] 1/3 4/9 [OP_LIST_EOL] 1 [OP_LIST_MAX] [OP_LIST_INDEX] [OP_LIST_POP] [OP_LIST_GET],현우
우유를 민현이는 6리터(ℓ) 의 0.41 배만큼 마셨고 진영이는 2.3리터(ℓ) 를 마셨습니다. 우유를 누가 더 많이 마셨습니까?,[OP_LIST_SOL] 민현 진영 [OP_LIST_EOL] [OP_LIST_SOL] 6 0.41 [OP_MUL] 2.3 [OP_LIST_EOL] 1 [OP_LIST_MAX] [OP_LIST_INDEX] [OP_LIST_POP] [OP_LIST_GET],민현
"우유를 준수는 0.331리터(ℓ), 지민이는 218밀리리터(㎖) 마셨습니다. 누가 우유를 더 많이 마셨습니까?",[OP_LIST_SOL] 준수 지민 [OP_LIST_EOL] [OP_LIST_SOL] 0.331 1000 [OP_MUL] 218 [OP_LIST_EOL] 1 [OP_LIST_MAX] [OP_LIST_INDEX] [OP_LIST_POP] [OP_LIST_GET],준수
"진호는 1이 4, 0.1이 2, 0.01이 0, 0.001이 7인 수를 갖고 있다. 영희는 진호가 가진 수의 100배인 수를 갖고 있다. 정수는 영희가 가진 수보다 0.05 큰 수의 인 수를 가지고 있다면, 정수가 가지고 있는 수는 얼마인지 소수로 나타내어라",1 4 [OP_MUL] 0.1 2 [OP_MUL] [OP_ADD] 0.01 0 [OP_MUL] 0.001 7 [OP_MUL] [OP_ADD] [OP_ADD] 100 [OP_MUL] 0.05 [OP_ADD],420.75
"1000개의 구슬을 1반과 2반이 나누어 가지는데 1반이 50개 더 가졌습니다. 그리고 2반 학생들은 남학생과 여학생 두 팀으로 나누어서 가져온 구슬을 다시 나누어 가지는데 남학생 팀이 35개 더 가졌습니다. 2반 남학생 17명이 구슬을 똑같이 나누어 가질 때, 남학생 한 명이 가지는 구슬은 몇 개인지 구하시오.",1000 50 [OP_SUB] 2 [OP_DIV] 35 [OP_SUB] 2 [OP_DIV] 35 [OP_ADD] 17 [OP_DIV],15
"가 막대의 길이보다 12센티미터(㎝) 짧은 나 막대가 있습니다. 나 막대 3개의 길이와 가 막대 2개의 길이가 같을 때, 나 막대의 길이는 몇 센티미터(㎝)인지 구하시오.",12 3 [OP_MUL] 3 2 [OP_SUB] [OP_DIV] 12 [OP_SUB] 3 [OP_MUL] 3 [OP_DIV],24
"가는 동전 21개를 가지고 있고, 나는 가보다 9개 더 적게 가지고 있습니다. 또, 다는 나보다 17개 더 많이 가지고 있습니다. 가와 나의 동전을 더한 개수가 다와 라의 동전을 더한 개수보다 5개 더 적을 때, 라가 가지고 있는 동전은 몇 개인지 구하시오.",21 21 9 [OP_SUB] [OP_ADD] 21 9 [OP_SUB] 17 [OP_ADD] [OP_SUB] 5 [OP_ADD],9
길이가 3미터(m) 48센티미터(㎝)인 끈을 두 도막으로 잘랐더니 두 도막의 길이의 차가 72센티미터(㎝)였습니다. 이때 길이가 긴 끈의 길이는 몇 센티미터(㎝)인지 구하시오.,3 100 [OP_MUL] 48 [OP_ADD] 72 [OP_SUB] 2 [OP_DIV] 72 [OP_ADD],210
"미나네 학교의 3학년과 4학년 학생 수의 합은 531명입니다. 4학년 학생은 3학년 학생보다 31명 더 많고, 3학년 남학생은 3학년 여학생보다 22명 더 많다고 합니다. 3학년 남학생은 몇 명인지 구하시오.",531 31 [OP_SUB] 2 [OP_DIV] 22 [OP_SUB] 2 [OP_DIV] 22 [OP_ADD],136
"민호의 나이는 수홍이의 나이의 3배이고, 민아의 나이는 수홍이의 나이의 2배보다 2살 적습니다. 세 사람의 나이의 합이 34살일 때, 민아의 나이는 몇 살인지 구하시오.",34 2 [OP_ADD] 3 1 [OP_ADD] 2 [OP_ADD] [OP_DIV] 2 [OP_MUL] 2 [OP_SUB],10
세정이네 학교 학생 수는 1443명입니다. 그런데 남학생 수는 여학생 수보다 141명 더 많다고 합니다. 남학생의 수는 몇 명입니까?,1443 141 [OP_SUB] 2 [OP_DIV] 141 [OP_ADD],792
우표 25장을 형과 동생이 나누어 가지려고 합니다. 형은 동생이 가지는 우표의 수의 2배보다 1장 더 가진다면 형이 가지는 우표는 몇 장인지 구하시오.,25 1 [OP_SUB] 2 1 [OP_ADD] [OP_DIV] 2 [OP_MUL] 1 [OP_ADD],17
유미네 농장에 있는 닭과 돼지의 다리 수의 합은 48개입니다. 농장에 돼지가 9마리 있다면 닭은 몇 마리인지 구하시오.,48 4 9 [OP_MUL] [OP_SUB] 2 [OP_DIV],6
"차가 480인 두 자연수가 있습니다. 큰 수를 작은 수로 나누면 몫이 4이고 나머지는 30일 때, 큰 수를 구하시오.",480 30 [OP_SUB] 4 1 [OP_SUB] [OP_DIV] 4 [OP_MUL] 30 [OP_ADD],630
첫 번째 역에서 기차를 탄 어린이는 어른보다 17명이 적었습니다. 다음 역에서 어른 57명과 어린이 18명이 타고 44명이 내렸습니다. 지금 기차를 타고 있는 사람이 502명이라면 첫 번째 역에서 기차를 탄 어른은 몇 명인지 구하시오.,502 18 57 [OP_ADD] 44 [OP_SUB] [OP_SUB] 17 [OP_ADD] 2 [OP_DIV],244
학교 강당에서 열린 행사에 학생들이 참석하였습니다. 긴 의자 하나에 9명씩 앉았더니 앉지 못하는 학생이 한 명 있었습니다. 그래서 긴 의자 하나에 10명씩 앉혔더니 아무도 앉지 않은 긴 의자 한 개를 제외한 모든 긴 의자에 10명씩 앉았습니다. 이때 행사에 참석한 학생은 모두 몇 명인지 구하시오.,1 10 [OP_ADD] 10 9 [OP_SUB] [OP_DIV] 9 [OP_MUL] 1 [OP_ADD],100
경석이는 일주일에 국어를 2/3시간씩 7번 공부하고 수학을 3/4시간씩 5번 공부합니다. 경석이는 일주일 동안 국어와 수학 중 어느 과목을 더 공부하는지 구하시오.,[OP_LIST_SOL] 국어 수학 [OP_LIST_EOL] [OP_LIST_SOL] 2/3 7 [OP_MUL] 3/4 5 [OP_MUL] [OP_LIST_EOL] 1 [OP_LIST_MAX] [OP_LIST_INDEX] [OP_LIST_POP] [OP_LIST_GET],국어
갑은 을보다 키가 작으며 을은 병보다 큽니다. 또한 갑은 정보다 키가 작으며 병은 정보다 큽니다. 키가 가장 작은 사람은 누구인가요,[OP_LIST_SOL] 갑 을 병 정 [OP_LIST_EOL] [OP_LIST_SOL] 갑 을 < 을 병 > 갑 정 < 병 정 > [OP_LIST_EOL] [OP_LIST_COND_MAX_MIN] [OP_LIST_LEN] [OP_LIST_GET],갑
"A, B, C, D가 포함된 그룹이 있습니다. A, C, B, D 순으로 연필을 많이 가지고 있습니다. 이 그룹에 E와 F가 합류했습니다. E는 F보다 연필을 많이 가지고 있으며 또한 F는 A보다 연필의 개수가 많습니다. 그렇다면 이 그룹에서 가장 많은 연필을 가진 사람은 누구인가요?",[OP_LIST_SOL] A B C D E F [OP_LIST_EOL] [OP_LIST_SOL] A C > C B > B D > E F > F A > [OP_LIST_EOL] [OP_LIST_COND_MAX_MIN] 1 [OP_LIST_GET],E
"0.64, 0.86, 0.78, 0.72 중 가장 큰 수와 가장 작은 수의 합을 구하시오.",[OP_LIST_SOL] 0.64 0.86 0.78 0.72 [OP_LIST_EOL] 1 [OP_LIST_MAX] 1 [OP_LIST_MIN] [OP_ADD],1.5
"2.38, 2.83, 2.401을 큰 순서대로 늘어놓았습니다. 두 번째로 올 수는 무엇인가요?",[OP_LIST_SOL] 2.38 2.83 2.401 [OP_LIST_EOL] 2 [OP_LIST_MAX],2.4
