Problem,Solution,Answer
박람회에서유나b이 6장의 표를 샀습니다. 관람차를 타고 나서 3장의 표가 남았습니다. 각 표가 9달러이면유나b은 관람차를 타는 데 얼마를 지출 했습니까?,9 6 3 [OP_SUB] [OP_MUL],
유나가 브라우니 8개를 구웠이지만 파티를 위해 총 17개가 필요했습니다. 각각에 8컵의 밀가루를 사용했다면 여전히 필요한 밀가루 컵은 얼마입니까?,8 17 8 [OP_SUB] [OP_MUL],
비디오 게임에서 패배 한 적 한 명당 7점을줍니다. 한 레벨에 총 11명의 적이 있고 그 중 8명을 제외한 모든 적을 파괴하면 몇 점을 얻을 수 있습니까?,7 11 8 [OP_SUB] [OP_MUL],
마술사가 마법 카드 덱을 각각 7달러에 팔고있었습니다. 그가 16개의 덱으로 시작하고 하루가 끝날 때까지 8개가 남았다면 얼마나 많은 돈을 벌었습니까?,7 16 8 [OP_SUB] [OP_MUL],
8명의 플레이어가 그만 둘 때 온라인으로 비디오 게임을하는 13명의 친구가있었습니다. 떠난 각 플레이어가 6개의 생명을 가졌다면 총 생은지는 몇 명입니까?,6 13 8 [OP_SUB] [OP_MUL],
점심 시간에 웨이터에게 7명의 손님이 있었는데 그 중 5명은 팁을 남기지 않았습니다. 팁을 준 사람에게서 각각 3달러를 받았다면 그는 얼마를 벌었습니까?,3 7 5 [OP_SUB] [OP_MUL],
박람회에서 태형은 10장의 표를 샀습니다. 관람차를 타면 3장의 표가 남았습니다. 각 표가 9달러이면 태형은 관람차를 타는 데 얼마를 지출 했습니까?,9 10 3 [OP_SUB] [OP_MUL],
워크 시트에 7개의 문제가 있습니다. 교사가 채점 할 17개의 워크 시트가 있고 이미 8개를 채점 한 경우 얼마나 많은 문제를 채점해야합니까?,7 17 8 [OP_SUB] [OP_MUL],
퀴즈 팀에 총 9명의 멤버가 있었는데 게임 중에 3명의 멤버가 나타나지 않았습니다. 나타난 각 멤버가 2점을 받았다면 총점은 몇 점입니까?,2 9 3 [OP_SUB] [OP_MUL],
유나는 15개의 비디오 게임을 가지고 있었지만 그중 9개는 작동하지 않았습니다. 그가 작동하는 게임을 각각 5달러에 판매하고 싶다면 얼마나 많은 돈을 벌 수 있습니까?,5 15 9 [OP_SUB] [OP_MUL],
유나는 잔디를 깎을 때마다 9달러를 벌었습니다. 잔디를 깎을 6개의 잔디가 있는데 2개를 깎는 것을 잊었다면 실제로 얼마를 벌었습니까?,9 6 2 [OP_SUB] [OP_MUL],
식당에서 성인 1인당 식사 비용은 $2이고 어린이는 무료입니다. 9명 그룹이 들어 왔고 2명이 어린이 인 경우 그룹 식사 비용은 얼마입니까?,2 9 2 [OP_SUB] [OP_MUL],
유나가 브라우니 7개를 구웠이지만 파티를 위해 총 16개가 필요했습니다. 각각에 6컵의 밀가루를 사용했다면 여전히 밀가루가 얼마나 필요합니까?,6 16 7 [OP_SUB] [OP_MUL],
3명의 플레이어가 게임을 그만두었을 때 온라인으로 비디오 게임을하는 8명의 친구가있었습니다. 떠난 각 플레이어가 3개의 생명을 가졌다면 총 생은지는 몇 명입니까?,3 8 3 [OP_SUB] [OP_MUL],
남준은 9명의 친구를 생일 파티에 초대했지만 6명은 오지 못했습니다. 각 사람이 정확히 2개를 가질 수 있도록 충분한 컵 케이크를 사고 싶다면 몇 명을 사야합니까?,2 9 6 [OP_SUB] [OP_MUL],
민영은 재활용 한 캔 한 봉지 당 8점을 얻었습니다. 봉지가 14개인데 5개를 재활용하지 않았다면 얼마나 많은 점수를 얻었 을까요?,8 14 5 [OP_SUB] [OP_MUL],
민영은 57달러를 받았습니다. 그가 새 게임에 27달러를 썼다면 남은 돈으로 6달러 장난감을 몇 개나 살 수 있었습니까?,57 27 [OP_SUB] 6 [OP_DIV],
애완 동물 가게에 강아지 18마리가있었습니다. 하루에 3마리를 팔고 나머지는 우리에 5개씩 넣었습니다. 얼마나 많은 우리를 사용 했습니까?,18 3 [OP_SUB] 5 [OP_DIV],
유나는 47개의 옷을 세탁해야했습니다. 그는 17개의 옷을 한 번에 넣었지만 나머지는 5개의 같은 짐으로 나누기로 결정했습니다. 각각의 작은 짐에는 몇 개의 옷이 들어갈 수 있습니까?,47 17 [OP_SUB] 5 [OP_DIV],
유나는 학교의 빵 판매를 위해 18개의 컵 케이크를 구웠습니다. 그녀의 오빠 인 윤기가 8개를 먹었다면 각 패키지에 2개의 컵 케이크를 넣으면 몇 개의 패키지를 만들 수 있습니까?,18 8 [OP_SUB] 2 [OP_DIV],
민영은 자신의 컴퓨터에 93개의 파일을 가지고있었습니다. 그 중 21개를 삭제하고 나머지는 각각 8개의 파일이있는 폴더에 넣었습니다. 민영은 몇 개의 폴더로 끝났습니까?,93 21 [OP_SUB] 8 [OP_DIV],
민영은 Facebook에 79장의 사진을 업로드했습니다. 44장의 사진을 하나의 앨범에 넣고 나머지는 5개의 다른 앨범에 넣었습니다. 각 앨범에는 몇 장의 사진이 포함되어 있습니까?,79 44 [OP_SUB] 5 [OP_DIV],
민영에게는 72개의 숙제 문제가있었습니다. 그녀는 그 중 32개를 끝 냈지만 여전히 5페이지의 문제가있었습니다. 각 페이지에 같은 수의 문제가있는 경우 각 페이지에 몇 개의 문제가 있습니까?,72 32 [OP_SUB] 5 [OP_DIV],
식당에는 62개의 사과가있었습니다. 점심 시간에 학생들에게 8개를 나누어주고 나머지는 파이를 만들기로 결정했습니다. 각 파이가 사과 9개를 가져 오면 몇 개의 파이를 만들 수 있습니까?,62 8 [OP_SUB] 9 [OP_DIV],
유나는 여름 동안 잔디를 깎는 데 101달러를 벌었습니다. 새 모어 블레이드를 구입하는 데 47달러를 썼다면 남은 돈으로 6달러 게임을 몇 개나 살 수 있을까요?,101 47 [OP_SUB] 6 [OP_DIV],
유나의 팀이 피구 경기에서 승리하여 총 41점을 얻었습니다. 유나가 11점을 얻었고 다른 사람들이 각각 6점을 득점했다면 팀에 몇 명의 선수가 있었습니까?,41 11 [OP_SUB] 6 [OP_DIV],
유나가 도서관에서 책 치우기를 도와주고 있습니다. 총 46권의 책을 치워야하는데 사서가 10권을 가져가 나머지는 윤기에게 남겨 둡니다. 선반에 4권의 책을 넣을 수 있다면 선반은 몇 개입니까? 그가 필요할까요?,46 10 [OP_SUB] 4 [OP_DIV],
유나는 자신의 정원에 야채를 심고있었습니다. 그녀는 41개의 씨앗으로 시작하여 큰 정원에 29개를 심고 각각의 작은 정원에 각각 4개의 씨앗을 넣었습니다. 유나는 몇 개의 작은 정원을 가졌습니까?,41 29 [OP_SUB] 4 [OP_DIV],
유나는 여름 동안 잔디를 깎는 데 37달러를 벌었습니다. 새 잔디 깎이 블레이드를 구입하는 데 21달러를 썼다면 남은 돈으로 2달러 게임을 몇 개나 살 수 있을까요?,37 21 [OP_SUB] 2 [OP_DIV],
애완 동물 가게에 강아지 81마리가있었습니다. 하루에 41마리를 팔고 나머지는 우리에 8개씩 넣었습니다. 얼마나 많은 우리를 사용 했습니까?,81 41 [OP_SUB] 8 [OP_DIV],
65명의 학생이 학교의 퀴즈 팀에 응시하고 있습니다. 그 중 17명이 팀에 뽑히지 않고 나머지는 8개 그룹에 들어갔다면 각 그룹에 몇 명의 학생이 포함 될까요?,65 17 [OP_SUB] 8 [OP_DIV],
석진은 57달러를 받았습니다. 새 게임에 49달러를 썼다면 남은 돈으로 4달러 장난감을 몇 개나 살 수 있었나요?,57 49 [OP_SUB] 4 [OP_DIV],
민영은 친구의 결혼식을 위해 66개의 꽃을 골랐습니다. 그녀는 각각 8개의 꽃으로 꽃다발을 만들고있었습니다. 결혼식 전에 10개의 꽃이 시들었다면 그녀는 여전히 몇 개의 꽃다발을 만들 수 있습니까?,66 10 [OP_SUB] 8 [OP_DIV],
할로윈을 위해 유나는 사탕 108개를 받았습니다. 그녀는 36개를 먹고 나머지는 각 더미에 9개씩 더미에 넣었습니다. 얼마나 많은 더미를 만들 수 있습니까?,108 36 [OP_SUB] 9 [OP_DIV],
은지는 자신의 컴퓨터에 80개의 파일이 있습니다. 31개를 삭제하고 나머지는 각각 7개의 파일이있는 폴더에 넣었습니다. 은지는 결국 몇 개의 폴더를 갖게 되었습니까?,80 31 [OP_SUB] 7 [OP_DIV],
학교의 퀴즈 팀에 응시하는 학생이 36명 있습니다. 그 중 9명이 팀에 뽑히지 않고 나머지는 3개 그룹에 들어갔다면 각 그룹에 몇 명의 학생이 들어가겠습니까?,36 9 [OP_SUB] 3 [OP_DIV],
식당에는 사과 96개가 있었습니다. 점심 시간에 학생들에게 42개를 나눠주고 나머지는 파이를 만들기로 결정했습니다. 각 파이가 사과 6개를 가져 오면 몇 개의 파이를 만들 수 있습니까?,96 42 [OP_SUB] 6 [OP_DIV],
애완 동물 가게에는 64마리의 강아지가있었습니다. 하루에 28마리를 팔고 나머지는 우리에 4개씩 넣었습니다. 얼마나 많은 우리를 사용 했습니까?,64 28 [OP_SUB] 4 [OP_DIV],
유나는 이전 게임을 판매하고있었습니다. 그는 35개로 시작했지만 19개를 판매했습니다. 나머지는 각 상자에 8개의 게임을 넣어 포장했습니다. 얼마나 많은 상자를 사용해야 했습니까?,35 19 [OP_SUB] 8 [OP_DIV],
은지는 여름 동안 잔디를 깎는 데 19달러를 벌었습니다. 새 모어 블레이드를 구입하는 데 11달러를 썼다면 남은 돈으로 2달러 게임을 몇 개나 살 수 있을까요?,19 11 [OP_SUB] 2 [OP_DIV],
민영은 40개의 숙제 문제를 가지고있었습니다. 그녀는 그 중 26개를 끝 냈지만 여전히 2페이지의 문제가있었습니다. 각 페이지에 같은 수의 문제가있는 경우 각 페이지에 몇 개의 문제가 있습니까?,40 26 [OP_SUB] 2 [OP_DIV],
민영은 친구의 결혼식을 위해 103개의 꽃을 골랐습니다. 그녀는 각각 8개의 꽃으로 꽃다발을 만들고있었습니다. 결혼식 전에 47개의 꽃이 시들어도 그녀는 여전히 몇 개의 꽃다발을 만들 수 있습니까?,103 47 [OP_SUB] 8 [OP_DIV],
유나는 세탁 할 옷 39개를 가지고있었습니다. 19개를 한 번에 넣었지만 나머지는 5개로 나누기로 결정했습니다. 각각의 작은 짐에 몇 개의 옷이 들어갈 수 있습니까?,39 19 [OP_SUB] 5 [OP_DIV],
한 회사에서 18명을 오찬에 초대했지만 12명은 나타나지 않았습니다. 각자 3명을 모은 테이블이라면 몇 테이블이 필요한가요?,18 12 [OP_SUB] 3 [OP_DIV],
유나는 도서관에서 책 치우기를 도와주고 있습니다. 총 82권의 책을 치워야하지만 사서가 10권을 가져와 나머지는 유나를 남겨 둡니다. 선반에 9권의 책을 넣을 수 있다면 선반 수 그가 필요할까요?,82 10 [OP_SUB] 9 [OP_DIV],
애완 동물 가게에는 78마리의 강아지가있었습니다. 하루에 30마리를 팔고 나머지는 우리에 8개씩 넣었습니다. 얼마나 많은 우리를 사용 했습니까?,78 30 [OP_SUB] 8 [OP_DIV],
은지는 Facebook에 33장의 사진을 업로드했습니다. 그녀는 27장의 사진을 하나의 앨범에 넣고 나머지는 3개의 다른 앨범에 넣었습니다. 각 앨범에는 몇 장의 사진이 포함되어 있습니까?,33 27 [OP_SUB] 3 [OP_DIV],
은지의 팀이 피구 경기에서 승리하여 총 39점을 얻었습니다. 은지가 23점을 얻고 다른 모든 사람들이 각각 2점을 득점했다면 팀에 몇 명의 선수가 있었습니까?,39 23 [OP_SUB] 2 [OP_DIV],
한 회사에서 47명을 오찬에 초대했지만 7명은 나타나지 않았습니다. 각자 5명을 모은 테이블이라면 몇 테이블이 필요한가요?,47 7 [OP_SUB] 5 [OP_DIV],
한 웨이터가 자신의 섹션에 44명의 고객을 보유하고있었습니다. 그 중 12명이 떠나고 나머지 테이블에는 각 테이블에 8명이있는 경우 테이블이 몇 개 있었습니까?,44 12 [OP_SUB] 8 [OP_DIV],
한 상점에 ​​40개의 색칠 공부 책이 재고가있었습니다. 결국 판매를 시작하고 20개를 없앴습니다. 아직 가지고있는 것들은 각 선반에 4개씩 선반에 올려 놓았습니다. 얼마나 많은 선반을 사용 했습니까? ?,40 20 [OP_SUB] 4 [OP_DIV],
학교의 퀴즈 팀에 응시하는 학생이 64명 있습니다. 그 중 36명이 팀에 뽑히지 않고 나머지는 4개 그룹에 들어갔다면 각 그룹에 몇 명의 학생이 포함 될까요?,64 36 [OP_SUB] 4 [OP_DIV],
유나는 이전 게임을 판매하고있었습니다. 그는 76개로 시작했지만 46개를 판매했습니다. 나머지는 각 상자에 5개의 게임을 넣어 포장했습니다. 얼마나 많은 상자를 사용해야 했습니까?,76 46 [OP_SUB] 5 [OP_DIV],
유나가 도서관에서 책 치우기를 도와주고 있습니다. 총 34권의 책을 치워야하는데 사서가 7권을 가져 와서 나머지는 유나에게 맡깁니다. 선반에 3권의 책을 넣을 수있는 경우 선반 수 그가 필요할까요?,34 7 [OP_SUB] 3 [OP_DIV],
은지는 정원에 야채를 심고있었습니다. 그녀는 52개의 씨앗으로 시작하여 큰 정원에 28개를 심었고 각각의 작은 정원에 각각 4개의 씨앗을 넣었습니다. 은지는 몇 개의 작은 정원을 가졌습니까?,52 28 [OP_SUB] 4 [OP_DIV],
민영은 83달러를 받았습니다. 그가 새 게임에 47달러를 썼다면 그가 남긴 돈으로 4달러 장난감을 몇 개나 살 수 있었습니까?,83 47 [OP_SUB] 4 [OP_DIV],
은지는 자신의 정원에 야채를 심고있었습니다. 그녀는 52개의 씨앗으로 시작하여 큰 정원에 40개를 심고 각각의 작은 정원에 각각 2개의 씨앗을 뿌렸습니다. 은지는 몇 개의 작은 정원을 가졌습니까?,52 40 [OP_SUB] 2 [OP_DIV],
한 웨이터가 자신의 섹션에 21명의 고객을 보유하고있었습니다. 그 중 12명이 떠나고 나머지 테이블에는 각 테이블에 3명이있는 경우 테이블이 몇 개 있었습니까?,21 12 [OP_SUB] 3 [OP_DIV],
학교의 퀴즈 팀에 응시하는 학생이 25명 있습니다. 그 중 15명이 팀에 뽑히지 않고 나머지는 2개 그룹으로 나뉘었다면 각 그룹에 몇 명의 학생이 포함 될까요?,25 15 [OP_SUB] 2 [OP_DIV],
식당에는 사과 47개가 있었습니다. 점심 시간에 학생들에게 27개를 나눠주고 나머지는 파이를 만들기로 결정했습니다. 각 파이가 사과 4개를 가져 오면 몇 개의 파이를 만들 수 있습니까?,47 27 [OP_SUB] 4 [OP_DIV],
민영은 학교의 빵 판매를 위해 컵 케이크 68개를 구웠습니다. 그녀의 형제인 윤기가 그 중 32개를 먹었다면 각 패키지에 6개의 컵 케이크를 넣으면 몇 개의 패키지를 만들 수 있습니까?,68 32 [OP_SUB] 6 [OP_DIV],
한 상점에 ​​120개의 컬러링 북이 재고가있었습니다. 결국 판매를 시작하고 39개를 없앴습니다. 아직 가지고있는 것들은 각 선반에 9개씩 선반에 놓았습니다. 얼마나 많은 선반을 사용 했습니까? ?,120 39 [OP_SUB] 9 [OP_DIV],
민영은 Facebook에 25장의 사진을 업로드했습니다. 그녀는 10장의 사진을 하나의 앨범에 넣고 나머지는 5개의 다른 앨범에 넣었습니다. 각 앨범에는 몇 장의 사진이 포함되어 있습니까?,25 10 [OP_SUB] 5 [OP_DIV],
유나는 60개의 숙제 문제를 가지고있었습니다. 그녀는 그 중 20개를 끝 냈지만 여전히 5페이지의 문제가있었습니다. 각 페이지에 같은 수의 문제가 있다면 각 페이지에 몇 개의 문제가 있습니까?,60 20 [OP_SUB] 5 [OP_DIV],
유나는 여름 동안 잔디를 깎는 데 42달러를 벌었습니다. 만약 그가 새 잔디 깎이 블레이드를 구입하는 데 10달러를 썼다면 남은 돈으로 8달러 게임을 몇 개나 살 수 있겠습니까?,42 10 [OP_SUB] 8 [OP_DIV],
민영은 59개의 옷을 세탁해야했습니다. 그는 32개의 옷을 한 짐에 넣었지만 나머지는 9개의 동일한 짐으로 나누기로 결정했습니다. 각각의 작은 짐에는 몇 개의 옷이 들어갈 수 있습니까?,59 32 [OP_SUB] 9 [OP_DIV],
유나는 여름 동안 잔디를 깎는 데 35달러를 벌었습니다. 만약 그가 새 잔디 깎이 블레이드를 구입하는데 7달러를 썼다면 남은 돈으로 4달러 게임을 몇 개나 살 수 있겠습니까?,35 7 [OP_SUB] 4 [OP_DIV],
유나는 정원에 야채를 심고있었습니다. 42개의 씨앗으로 시작하여 큰 정원에 36개를 심었고 각각의 작은 정원에 각각 2개의 씨앗을 뿌렸습니다. 유나는 몇 개의 작은 정원을 가졌습니까?,42 36 [OP_SUB] 2 [OP_DIV],
학교의 퀴즈 팀에 응시하는 학생이 17명 있습니다. 그 중 5명이 팀에 뽑히지 않고 나머지는 3개 그룹으로 분류되면 각 그룹에 몇 명의 학생이 포함 될까요?,17 5 [OP_SUB] 3 [OP_DIV],
은지의 팀이 피구 경기에서 승리하여 총 12점을 얻었습니다. 은지가 4점을 얻고 다른 모든 사람들이 각각 4점을 득점했다면 팀에 몇 명의 선수가 있었습니까?,12 4 [OP_SUB] 4 [OP_DIV],
민영은 학교의 빵 판매를 위해 71개의 컵 케이크를 구웠습니다. 그녀의 형제인 윤기가 그 중 43개를 먹었다면 각 패키지에 7개의 컵 케이크를 넣으면 몇 개의 패키지를 만들 수 있습니까?,71 43 [OP_SUB] 7 [OP_DIV],
민영은 페이스 북에 45장의 사진을 업로드했습니다. 그녀는 27장의 사진을 하나의 앨범에 넣고 나머지는 9개의 다른 앨범에 넣었습니다. 각 앨범에는 몇 장의 사진이 포함되어 있습니까?,45 27 [OP_SUB] 9 [OP_DIV],
한 상점에 ​​86개의 색칠 공부 책이 재고가있었습니다. 결국 판매를 시작하고 37개를 없앴습니다. 아직 가지고있는 것들은 각 선반에 7개씩 선반에 올려 놓았습니다. 얼마나 많은 선반을 사용 했습니까? ?,86 37 [OP_SUB] 7 [OP_DIV],
카페테리아에는 사과 50개가 있었습니다. 점심 시간에 학생들에게 5개를 나누어주고 나머지는 파이를 만들기로 결정했습니다. 각 파이가 사과 5개를 가져 오면 몇 개의 파이를 만들 수 있습니까?,50 5 [OP_SUB] 5 [OP_DIV],
은지는 101개의 숙제 문제를 가지고있었습니다. 그녀는 47개를 끝 냈지만 여전히 6페이지의 문제가있었습니다. 각 페이지에 같은 수의 문제가있는 경우 각 페이지에 몇 개의 문제가 있습니까?,101 47 [OP_SUB] 6 [OP_DIV],
유나는 자신의 컴퓨터에 27개의 파일이 있습니다. 그 중 9개를 삭제하고 나머지는 각각 6개의 파일이있는 폴더에 넣었습니다. 유나는 몇 개의 폴더로 끝났습니까?,27 9 [OP_SUB] 6 [OP_DIV],
할로윈을 위해 은지는 사탕 78개를 받았습니다. 그녀는 30개를 먹고 나머지는 각 더미에 8개씩 더미에 넣었습니다. 얼마나 많은 더미를 만들 수 있습니까?,78 30 [OP_SUB] 8 [OP_DIV],
한 회사에서 오찬에 45명을 초대했지만 35명은 나타나지 않았습니다. 각각 2명씩 테이블에 앉은 테이블이라면 몇 테이블이 필요한가요?,45 35 [OP_SUB] 2 [OP_DIV],
은지는 페이스 북에 65장의 사진을 업로드했습니다. 그녀는 17장의 사진을 하나의 앨범에 넣고 나머지는 6개의 다른 앨범에 넣었습니다. 각 앨범에는 몇 장의 사진이 있었습니까?,65 17 [OP_SUB] 6 [OP_DIV],
한 애완 동물 가게에 102마리의 강아지가있었습니다. 하루에 21마리를 팔고 나머지는 우리에 9개씩 넣었습니다. 얼마나 많은 우리를 사용 했습니까?,102 21 [OP_SUB] 9 [OP_DIV],
유나는 120개의 옷을 세탁해야했습니다. 그는 48개의 옷을 한 짐에 넣었지만 나머지는 9개의 동일한 짐으로 나누기로 결정했습니다. 각각의 작은 짐에는 몇 개의 옷이 들어갈 수 있습니까?,120 48 [OP_SUB] 9 [OP_DIV],
민영은 친구의 결혼식을 위해 45개의 꽃을 골랐습니다. 그녀는 각각 5개의 꽃으로 꽃다발을 만들고있었습니다. 결혼식 전에 35개의 꽃이 시들어도 그녀는 여전히 몇 개의 꽃다발을 만들 수 있습니까?,45 35 [OP_SUB] 5 [OP_DIV],
민영은 학교의 빵 판매를 위해 39개의 컵 케이크를 구웠습니다. 그녀의 형제인 윤기가 그중 21개를 먹었다면 각 패키지에 컵 케이크 3개를 넣으면 몇 개의 패키지를 만들 수 있습니까?,39 21 [OP_SUB] 3 [OP_DIV],
유나는 55개의 숙제 문제를 가지고있었습니다. 그녀는 6개를 끝 냈지만 여전히 7페이지의 문제가있었습니다. 각 페이지에 같은 수의 문제가 있다면 각 페이지에 몇 개의 문제가 있습니까?,55 6 [OP_SUB] 7 [OP_DIV],
학교의 퀴즈 팀에 참가하려는 학생이 58명 있습니다. 그 중 10명이 팀에 뽑히지 않고 나머지는 8개 그룹에 들어갔다면 각 그룹에 몇 명의 학생이 포함 될까요?,58 10 [OP_SUB] 8 [OP_DIV],
유나는 친구의 결혼식을 위해 53개의 꽃을 골랐습니다. 각각 7개의 꽃으로 꽃다발을 만들고있었습니다. 결혼식 전에 18개의 꽃이 시들었다면 아직 꽃다발을 몇 개 만들 수 있습니까?,53 18 [OP_SUB] 7 [OP_DIV],
한 웨이터가 자신의 섹션에 22명의 고객을 보유하고있었습니다. 그 중 14명이 떠나고 나머지 테이블에는 각 테이블에 4명이있는 경우 테이블이 몇 개 있었습니까?,22 14 [OP_SUB] 4 [OP_DIV],
유나는 이전 게임을 판매하고있었습니다. 그는 39개로 시작했지만 19개를 판매했습니다. 나머지는 각 상자에 4개의 게임을 넣어 포장했습니다. 얼마나 많은 상자를 사용해야 했습니까?,39 19 [OP_SUB] 4 [OP_DIV],
은지가 학교 빵 판매를 위해 20개의 컵 케이크를 구웠습니다. 그녀의 오빠 인 윤기가 그 중 11개를 먹었다면 각 패키지에 컵 케이크 3개를 넣으면 몇 개의 패키지를 만들 수 있습니까?,20 11 [OP_SUB] 3 [OP_DIV],
애완 동물 가게에는 13마리의 강아지가있었습니다. 하루에 7마리를 팔고 나머지는 우리에 2개씩 넣었습니다. 얼마나 많은 우리를 사용 했습니까?,13 7 [OP_SUB] 2 [OP_DIV],
한 상점에 ​​27개의 컬러링 북이 재고가있었습니다. 결국 판매를 시작하고 6개를 없앴습니다. 아직 가지고있는 것들은 각 선반에 7개씩 선반에 올려 놓았습니다. 얼마나 많은 선반을 사용 했습니까? ?,27 6 [OP_SUB] 7 [OP_DIV],
민영은 자신의 컴퓨터에 82개의 파일이 있습니다. 그 중 37개를 삭제하고 나머지는 각각 5개의 파일이있는 폴더에 넣었습니다. 민영은 몇 개의 폴더로 끝났습니까?,82 37 [OP_SUB] 5 [OP_DIV],
유나는 12달러를 가졌습니다. 그가 새 게임에 8달러를 썼다면 그가 남긴 돈으로 2달러 장난감을 몇 개 살 수 있었습니까?,12 8 [OP_SUB] 2 [OP_DIV],
유나는 자신의 정원에 야채를 심고있었습니다. 그녀는 21개의 씨앗으로 시작하여 큰 정원에 12개를 심고 각각의 작은 정원에 각각 3개의 씨앗을 뿌렸습니다. 유나는 몇 개의 작은 정원을 가졌습니까?,21 12 [OP_SUB] 3 [OP_DIV],
은지는 페이스 북에 51장의 사진을 업로드했습니다. 그녀는 11장의 사진을 하나의 앨범에 넣고 나머지는 8장의 다른 앨범에 넣었습니다. 각 앨범에는 몇 장의 사진이 있습니까?,51 11 [OP_SUB] 8 [OP_DIV],
한 회사에서 24명을 오찬에 초대했는데 10명은 안 나오 더군요. 각자 7명을 모은 테이블이라면 몇 테이블이 필요한가요?,24 10 [OP_SUB] 7 [OP_DIV],
은지의 팀이 피구 경기에서 승리하여 총 75점을 얻었습니다. 은지가 45점을 획득하고 다른 사람들이 각각 6점을 득점했다면 팀에 몇 명의 선수가 있었습니까?,75 45 [OP_SUB] 6 [OP_DIV],
핼 러윈을 위해 유나는 사탕 54개를 받았습니다. 그녀는 33개를 먹고 나머지는 각 더미에 7개씩 더미에 넣었습니다. 얼마나 많은 더미를 만들 수 있습니까?,54 33 [OP_SUB] 7 [OP_DIV],
은지는 정원에 야채를 심고있었습니다. 그녀는 56개의 씨앗으로 시작하여 큰 정원에 35개를 심고 각각의 작은 정원에 각각 3개의 씨앗을 심었습니다. 은지는 몇 개의 작은 정원을 가졌습니까?,56 35 [OP_SUB] 3 [OP_DIV],
한 상점에 ​​48개의 컬러링 북이 재고가있었습니다. 결국 판매를 시작하고 38개를 없앴습니다. 아직 가지고있는 것들은 각 선반에 5개씩 선반에 올려 놓았습니다. 얼마나 많은 선반을 사용 했습니까? ?,48 38 [OP_SUB] 5 [OP_DIV],
유나가 도서관에서 책 치우기를 도와주고 있습니다. 총 14권의 책을 치울 수 있지만 사서가 2권을 가져와 나머지는 유나를 남겨 둡니다. 선반에 3권의 책을 넣을 수있는 경우 선반 수 그가 필요할까요?,14 2 [OP_SUB] 3 [OP_DIV],
한 애완 동물 가게에 56마리의 강아지가있었습니다. 하루에 24마리를 팔고 나머지는 우리에 4개씩 넣었습니다. 얼마나 많은 우리를 사용 했습니까?,56 24 [OP_SUB] 4 [OP_DIV],
식당에는 86개의 사과가있었습니다. 점심 시간에 학생들에게 30개를 나누어주고 나머지는 파이를 만들기로 결정했습니다. 각 파이가 사과 8개를 가져 오면 몇 개의 파이를 만들 수 있습니까?,86 30 [OP_SUB] 8 [OP_DIV],
유나는 세탁 할 옷 60개를 가지고있었습니다. 그는 40개를 한로드에 넣었지만 나머지는 5개의 동일한로드로 나누기로 결정했습니다. 각각의 작은로드에 몇 개의 의류가 들어갈 수 있습니까?,60 40 [OP_SUB] 5 [OP_DIV],
유나는 여름 동안 잔디를 깎는 데 69달러를 벌었습니다. 새 잔디 깎이 블레이드를 구입하는 데 24달러를 썼다면 남은 돈으로 5달러 게임을 몇 개나 살 수 있을까요?,69 24 [OP_SUB] 5 [OP_DIV],
여름 동안 잔디를 깎는 데 104달러를 벌 것입니다. 새 잔디 깎이 블레이드를 구입하는 데 41달러를 썼다면 남은 돈으로 9달러 게임을 몇 개나 살 수 있을까요?,104 41 [OP_SUB] 9 [OP_DIV],
할로윈을 위해 은지는 사탕 32개를 받았습니다. 그녀는 12개를 먹고 나머지는 각 더미에 5개씩 더미에 넣었습니다. 얼마나 많은 더미를 만들 수 있습니까?,32 12 [OP_SUB] 5 [OP_DIV],
유나는 이전 게임을 팔고있었습니다. 그는 57개로 시작했지만 39개를 판매했습니다. 나머지는 각 상자에 2개의 게임을 넣어 포장했습니다. 얼마나 많은 상자를 사용해야하나요?,57 39 [OP_SUB] 2 [OP_DIV],
애완 동물 가게에는 88마리의 강아지가있었습니다. 하루에 34마리를 팔고 나머지는 우리에 6개씩 넣었습니다. 얼마나 많은 우리를 사용 했습니까?,88 34 [OP_SUB] 6 [OP_DIV],
유나는 자신의 컴퓨터에 85개의 파일이있었습니다. 그 중 40개를 삭제하고 나머지는 각각 5개의 파일이있는 폴더에 넣었습니다. 유나는 결국 몇 개의 폴더로 만들었습니까?,85 40 [OP_SUB] 5 [OP_DIV],
유나는 68달러를 가졌습니다. 새 게임에 47달러를 썼다면 남은 돈으로 7달러 장난감을 몇 개나 살 수 있었습니까?,68 47 [OP_SUB] 7 [OP_DIV],
석진은 주 박람회에서 40장의 티켓을 샀습니다. 그는 공룡 부스에서 28장의 티켓을 썼고 나머지는 라이드에 사용하기로 결정했습니다. 각 라이드에 4장의 티켓이 든다면 얼마나 많은 라이드를 탈 수 있을까요?,40 28 [OP_SUB] 4 [OP_DIV],
식당에는 75개의 사과가있었습니다. 점심 시간에 학생들에게 19개를 나누어주고 나머지는 파이를 만들기로 결정했습니다. 각 파이가 사과 8개를 가져 오면 몇 개의 파이를 만들 수 있습니까?,75 19 [OP_SUB] 8 [OP_DIV],
유나는 학교 빵 판매를 위해 38개의 컵 케이크를 구웠습니다. 그녀의 오빠인 윤기가 14개를 먹었다면 각 패키지에 8개의 컵 케이크를 넣으면 몇 개의 패키지를 만들 수 있습니까?,38 14 [OP_SUB] 8 [OP_DIV],
